rank,personName,age,finalWorth,year,month,category,country,state,city,countryOfCitizenship,selfMade,gender,birthDate,title,philanthropyScore
227,Li Ping,54,9000,2022,4,Automotive,China,,Ningde,Hong Kong,TRUE,M,01-01-1968,,
227,Eric Wittouck,75,9000,2022,4,Finance & Investments,Monaco,,,Belgium,FALSE,M,01-10-1946,,
230,Ian & Richard Livingstone,,8900,2022,4,Real Estate,United Kingdom,,London,United Kingdom,TRUE,M,,,
230,Friedhelm Loh,75,8900,2022,4,Manufacturing,Germany,,Haiger,Germany,FALSE,M,15-08-1946,,
230,Xavier Niel,54,8900,2022,4,Telecom,France,,Paris,France,TRUE,M,25-08-1967,,
230,Michael Otto,78,8900,2022,4,Fashion & Retail,Germany,,Hamburg,Germany,FALSE,M,12-04-1943,,
230,Johann Rupert & family,71,8900,2022,4,Fashion & Retail,South Africa,,Cape Town,South Africa,FALSE,M,01-06-1950,,
235,Hui Ka Yan,63,8800,2022,4,Real Estate,China,,Shenzhen,China,TRUE,M,01-10-1958,,
235,Pauline MacMillan Keinath,88,8800,2022,4,Food & Beverage,United States,Missouri,St. Louis,United States,FALSE,F,01-01-1934,,1
235,"Herbert Kohler, Jr. & family",83,8800,2022,4,Manufacturing,United States,Wisconsin,Kohler,United States,FALSE,M,20-02-1939,Executive chairman,2
235,Li Ge,55,8800,2022,4,Healthcare,China,,Shanghai,United States,TRUE,M,01-01-1967,,
235,Kushal Pal Singh,90,8800,2022,4,Real Estate,India,,Delhi,India,FALSE,M,15-08-1931,,
235,Zong Qinghou,76,8800,2022,4,Food & Beverage,China,,Hangzhou,China,TRUE,M,01-10-1945,Chairman,
241,Cai Kui,59,8700,2022,4,Real Estate,China,,Chengdu,China,TRUE,M,01-01-1963,,
241,Charles Ergen,69,8700,2022,4,Media & Entertainment,United States,Colorado,Denver,United States,TRUE,M,01-03-1953,Founder and Chairman,1
241,Gao Jifan & family,57,8700,2022,4,Energy,China,,Changzhou,China,TRUE,M,01-01-1965,,
241,Bernard Marcus,92,8700,2022,4,Fashion & Retail,United States,Georgia,Atlanta,United States,TRUE,M,12-05-1929,"Co-founder, ex chairman of the board",4
241,Nicky Oppenheimer & family,76,8700,2022,4,Metals & Mining,South Africa,,Johannesburg,South Africa,FALSE,M,08-06-1945,,
246,Bajaj brothers,,8600,2022,4,Diversified,India,,Mumbai,India,FALSE,M,,,
246,"Ernest Garcia, II.",64,8600,2022,4,Automotive,United States,Arizona,Tempe,United States,TRUE,M,21-05-1957,,1
246,Paul Xiaoming Lee & family,64,8600,2022,4,Manufacturing,China,,Yuxi,United States,TRUE,M,01-01-1958,,
246,George Soros,91,8600,2022,4,Finance & Investments,United States,New York,Katonah,United States,TRUE,M,12-08-1930,Founder,5
246,Wang Liping & family,56,8600,2022,4,Manufacturing,China,,Changzhou,China,TRUE,M,24-02-1966,,
251,Ernesto Bertarelli,56,8500,2022,4,Healthcare,Switzerland,,Gstaad,Switzerland,FALSE,M,22-09-1965,,
251,Tamara Gustavson,60,8500,2022,4,Service,United States,Kentucky,Lexington,United States,FALSE,F,16-11-1961,,1
251,Carlos Alberto Sicupira & family,74,8500,2022,4,Food & Beverage,Switzerland,,St. Gallen,Brazil,TRUE,M,01-01-1948,,
254,Laurent Dassault,68,8400,2022,4,Diversified,France,,Paris,France,FALSE,M,07-07-1953,,
254,Thierry Dassault,65,8400,2022,4,Diversified,France,,Paris,France,FALSE,M,26-03-1957,,
254,Marie-Hélène Habert-Dassault,57,8400,2022,4,Diversified,France,,Paris,France,FALSE,F,04-04-1965,,
254,Liu Jincheng & family,57,8400,2022,4,Technology,China,,Huizhou,China,TRUE,M,22-09-1964,,
254,Ma Jianrong & family,58,8400,2022,4,Fashion & Retail,China,,Ningbo,China,TRUE,M,01-01-1964,,
254,Steven Rales,71,8400,2022,4,Manufacturing,United States,California,Santa Barbara,United States,TRUE,M,31-03-1951,Investor,1
254,Joseph Tsai,58,8400,2022,4,Technology,Hong Kong,,Hong Kong,Canada,TRUE,M,19-01-1964,,
254,Francine von Finck & family,,8400,2022,4,Finance & Investments,Switzerland,,Thurgau,Germany,FALSE,F,,,
254,Anthony von Mandl,72,8400,2022,4,Food & Beverage,Canada,,Vancouver,Canada,TRUE,M,10-03-1950,,
263,Carl Bennet,70,8300,2022,4,Finance & Investments,Sweden,,Gothenberg,Sweden,TRUE,M,19-08-1951,,
263,Robert Kraft,80,8300,2022,4,Sports,United States,Massachusetts,Brookline,United States,TRUE,M,05-06-1941,Chairman & CEO,3
263,Chairul Tanjung,59,8300,2022,4,Diversified,Indonesia,,Jakarta,Indonesia,TRUE,M,18-06-1962,,
263,Manuel Villar,72,8300,2022,4,Real Estate,Philippines,,Manila,Philippines,TRUE,M,13-12-1949,,
267,Jean-Michel Besnier,54,8200,2022,4,Food & Beverage,France,,Laval,France,FALSE,M,05-06-1967,,
267,Marie Besnier Beauvalot,41,8200,2022,4,Food & Beverage,France,,Laval,France,FALSE,F,30-07-1980,,
267,Gustaf Douglas,84,8200,2022,4,Diversified,Sweden,,Stockholm,Sweden,TRUE,M,03-03-1938,,
267,Kjeld Kirk Kristiansen,74,8200,2022,4,Manufacturing,Denmark,,Billund,Denmark,FALSE,M,27-12-1947,,
267,Sofie Kirk Kristiansen,46,8200,2022,4,Manufacturing,Denmark,,Billund,Denmark,FALSE,F,01-01-1976,,
267,Thomas Kirk Kristiansen,43,8200,2022,4,Manufacturing,Denmark,,Billund,Denmark,FALSE,M,01-01-1979,,
267,Stephen Ross,81,8200,2022,4,Real Estate,United States,New York,New York,United States,TRUE,M,10-05-1940,,2
267,Agnete Kirk Thinggaard,38,8200,2022,4,Manufacturing,Denmark,,Billund,Denmark,FALSE,F,18-05-1983,,
275,Marc Benioff,57,8100,2022,4,Technology,United States,California,San Francisco,United States,TRUE,M,25-09-1964,Chairman and CEO,3
275,Dmitri Bukhman,36,8100,2022,4,Media & Entertainment,United Kingdom,,London,Israel,TRUE,M,27-05-1985,,
275,Igor Bukhman,40,8100,2022,4,Media & Entertainment,United Kingdom,,London,Israel,TRUE,M,29-03-1982,,
275,Francis Choi,74,8100,2022,4,Real Estate,Hong Kong,,Hong Kong,Hong Kong,TRUE,M,18-09-1947,,
275,Murali Divi & family,71,8100,2022,4,Healthcare,India,,Hyderabad,India,TRUE,M,17-03-1951,,
275,Nancy Walton Laurie,70,8100,2022,4,Fashion & Retail,United States,Nevada,Henderson,United States,FALSE,F,15-05-1951,,1
275,Georg Schaeffler,57,8100,2022,4,Automotive,Germany,,Herzogenaurach,Germany,FALSE,M,19-10-1964,Entrepreneur,
275,Yao Liangsong,57,8100,2022,4,Manufacturing,China,,Guangzhou,China,TRUE,M,01-08-1964,,
275,Zhong Huijuan,61,8100,2022,4,Healthcare,China,,Shanghai,China,TRUE,F,01-01-1961,,
284,Stewart & Lynda Resnick,,8000,2022,4,Food & Beverage,United States,California,Beverly Hills,United States,TRUE,,,,3
284,George Roberts,78,8000,2022,4,Finance & Investments,United States,California,Atherton,United States,TRUE,M,14-09-1943,,2
284,Michael Rubin,49,8000,2022,4,Fashion & Retail,United States,Pennsylvania,Bryn Mawr,United States,TRUE,M,21-07-1972,Entrepreneur,1
284,Patrick Ryan,84,8000,2022,4,Finance & Investments,United States,Illinois,Winnetka,United States,TRUE,M,15-05-1937,Chairman and CEO,2
288,Christopher Hohn,55,7900,2022,4,Finance & Investments,United Kingdom,,London,United Kingdom,TRUE,M,27-10-1966,Investor,
288,Marijke Mars,57,7900,2022,4,Food & Beverage,United States,California,Los Angeles,United States,FALSE,F,28-07-1964,,
288,Pamela Mars,61,7900,2022,4,Food & Beverage,United States,Virginia,Alexandria,United States,FALSE,F,01-08-1960,,
288,Valerie Mars,63,7900,2022,4,Food & Beverage,United States,New York,New York,United States,FALSE,F,26-01-1959,,
288,Victoria Mars,65,7900,2022,4,Food & Beverage,United States,Pennsylvania,Philadelphia,United States,FALSE,F,15-12-1956,,
288,Hasso Plattner & family,78,7900,2022,4,Technology,Germany,,Heidelberg,Germany,TRUE,M,21-01-1944,,
288,Georg Stumpf,49,7900,2022,4,Diversified,Austria,,Vienna,Austria,TRUE,M,14-09-1972,,
288,Christy Walton,73,7900,2022,4,Fashion & Retail,United States,Wyoming,Jackson,United States,FALSE,F,08-02-1949,Co-Chair,1
296,Giorgio Armani,87,7800,2022,4,Fashion & Retail,Italy,,Milan,Italy,TRUE,M,11-07-1934,,
296,Gopikishan Damani,64,7800,2022,4,Fashion & Retail,India,,Mumbai,India,TRUE,M,01-01-1958,,
296,Ding Shizhong & family,51,7800,2022,4,Fashion & Retail,China,,Quanzhou,China,TRUE,M,01-12-1970,,
296,Jim Kennedy,74,7800,2022,4,Media & Entertainment,United States,Georgia,Atlanta,United States,FALSE,M,29-11-1947,Chairman ,2
296,German Khan,60,7800,2022,4,Energy,United Kingdom,,London,Russia,TRUE,M,24-10-1961,,
296,Liang Wengen,65,7800,2022,4,Manufacturing,China,,Changsha,China,TRUE,M,14-12-1956,,
296,Blair Parry-Okeden,71,7800,2022,4,Media & Entertainment,Australia,,New South Wales,United States,FALSE,F,21-05-1950,,1
296,Tsai Eng-meng,65,7800,2022,4,Food & Beverage,China,,Shanghai,Taiwan,FALSE,M,15-01-1957,,
304,Bajaj siblings,,7700,2022,4,Automotive,India,,Pune,India,FALSE,,,,
304,Ashwin Dani & family,79,7700,2022,4,Manufacturing,India,,Mumbai,India,FALSE,M,24-10-1942,,
304,Ding Shijia,58,7700,2022,4,Fashion & Retail,China,,Quanzhou,China,TRUE,M,01-01-1964,,
304,Karel Komarek,53,7700,2022,4,Gambling & Casinos,Switzerland,,Verbier,Czechia,TRUE,M,15-03-1969,,
304,Henry Kravis,78,7700,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,06-01-1944,Co-Chair and Co-CEO,2
304,Frederik Paulsen,71,7700,2022,4,Healthcare,Switzerland,,Lausanne,Sweden,FALSE,M,30-10-1950,,
304,Safra siblings,,7700,2022,4,Finance & Investments,Brazil,,Sao Paulo,Brazil,FALSE,,,,
304,Nassef Sawiris,61,7700,2022,4,Construction & Engineering,Egypt,,Cairo,Egypt,FALSE,M,19-01-1961,,
304,Xu Shihui,64,7700,2022,4,Food & Beverage,China,,Quanzhou,China,TRUE,M,01-01-1958,,
313,Rahel Blocher,46,7600,2022,4,Manufacturing,Switzerland,,Wilen bei Wollerau,Switzerland,FALSE,F,01-01-1976,,
313,Shahid Khan,71,7600,2022,4,Automotive,United States,Florida,Naples,United States,TRUE,M,18-07-1950,,1
313,Magdalena Martullo-Blocher,53,7600,2022,4,Manufacturing,Switzerland,,Feldmeilen,Switzerland,FALSE,F,01-01-1969,,
316,Vincent Bolloré & family,70,7500,2022,4,Finance & Investments,France,,Paris,France,FALSE,M,01-04-1952,,
316,Jeffery Hildebrand,63,7500,2022,4,Energy,United States,Texas,Houston,United States,TRUE,M,05-03-1959,,2
316,Michael Kim,58,7500,2022,4,Finance & Investments,South Korea,,Seoul,United States,TRUE,M,01-10-1963,,1
316,Richard Kinder,77,7500,2022,4,Energy,United States,Texas,Houston,United States,TRUE,M,19-10-1944,Chairman and CEO,3
316,David Shaw,71,7500,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,29-03-1951,Founder,1
321,John Malone,81,7400,2022,4,Media & Entertainment,United States,Colorado,Elizabeth,United States,TRUE,M,07-03-1941,,3
321,Vicky Safra,69,7400,2022,4,Finance & Investments,Switzerland,,Crans-Montana,Greece,FALSE,F,01-01-1953,,
321,Tim Sweeney,51,7400,2022,4,Media & Entertainment,United States,North Carolina,Cary,United States,TRUE,M,13-12-1970,,1
324,Mike Adenuga,68,7300,2022,4,Diversified,Nigeria,,Lagos,Nigeria,TRUE,M,29-04-1953,,
324,David Green & family,80,7300,2022,4,Fashion & Retail,United States,Oklahoma,Oklahoma City,United States,TRUE,M,13-11-1941,CEO,3
324,"Paul Tudor Jones, II.",67,7300,2022,4,Finance & Investments,United States,Florida,Palm Beach,United States,TRUE,M,28-09-1954,Founder,1
324,Yuri Milner,60,7300,2022,4,Finance & Investments,United States,California,Los Altos,Israel,TRUE,M,11-11-1961,Investor,
324,Henry Samueli,67,7300,2022,4,Technology,United States,California,Newport Beach,United States,TRUE,M,20-09-1954,"Cofounder, Chief Technology Officer and Chairman",1
324,Patrick Soon-Shiong,69,7300,2022,4,Healthcare,United States,California,Los Angeles,United States,TRUE,M,29-07-1952,,1
330,Antonia Ax:son Johnson & family,78,7200,2022,4,Diversified,Sweden,,Stockholm,Sweden,FALSE,F,06-09-1943,,
330,Michael Kadoorie,80,7200,2022,4,Energy,Hong Kong,,Hong Kong,Hong Kong,FALSE,M,19-07-1941,,
330,Lin Shu-hong,93,7200,2022,4,Manufacturing,Taiwan,,Taipei,Taiwan,TRUE,M,01-08-1928,,
330,Niels Peter Louis-Hansen,74,7200,2022,4,Healthcare,Denmark,,Humlebaek,Denmark,FALSE,M,25-10-1947,,
330,Reinhold Schmieding,67,7200,2022,4,Healthcare,United States,Florida,Naples,United States,TRUE,M,03-01-1955,,
330,Wee Cho Yaw,93,7200,2022,4,Finance & Investments,Singapore,,Singapore,Singapore,FALSE,M,10-01-1929,,
336,Silvio Berlusconi & family,85,7100,2022,4,Diversified,Italy,,Milan,Italy,TRUE,M,29-09-1936,,
336,Arthur Blank,79,7100,2022,4,Sports,United States,Georgia,Atlanta,United States,TRUE,M,27-09-1942,Chairman,3
336,Qian Dongqi & family,64,7100,2022,4,Manufacturing,China,,Suzhou,China,TRUE,M,01-01-1958,,
336,J. Christopher Reyes,68,7100,2022,4,Food & Beverage,United States,Florida,Hobe Sound,United States,TRUE,M,29-12-1953,Co-Chairman,1
336,Jude Reyes,66,7100,2022,4,Food & Beverage,United States,Florida,Palm Beach,United States,TRUE,M,16-09-1955,Co-Chairman,1
336,Nik Storonsky,37,7100,2022,4,Finance & Investments,United Kingdom,,London,United Kingdom,TRUE,M,21-07-1984,,
336,Zhou Qunfei & family,52,7100,2022,4,Technology,Hong Kong,,Hong Kong,Hong Kong,TRUE,F,,Founder and CEO,
343,Deng Weiming & family,53,7000,2022,4,Manufacturing,China,,Changsha,China,TRUE,M,01-09-1968,,
343,Judy Faulkner,78,7000,2022,4,Technology,United States,Wisconsin,Madison,United States,TRUE,F,11-08-1943,Founder-CEO,1
343,Robin Li,53,7000,2022,4,Technology,China,,Beijing,China,TRUE,M,17-11-1968,Founder and CEO,
343,Carrie Perrodo & family,71,7000,2022,4,Energy,United Kingdom,,London,France,FALSE,F,01-01-1951,Philanthropist,
343,David Reuben,83,7000,2022,4,Real Estate,United Kingdom,,London,United Kingdom,TRUE,M,01-09-1938,,
343,Simon Reuben,80,7000,2022,4,Diversified,Monaco,,Monaco,United Kingdom,TRUE,M,01-05-1941,,
343,Seo Jung-jin,64,7000,2022,4,Healthcare,South Korea,,Seoul,South Korea,TRUE,M,23-10-1957,,
350,Roman Abramovich,55,6900,2022,4,Diversified,Russia,,Moscow,Russia,TRUE,M,24-10-1966,,
350,Micky Arison,72,6900,2022,4,Service,United States,Florida,Bal Harbour,United States,FALSE,M,29-06-1949,Chairman and CEO,1
350,Edythe Broad & family,86,6900,2022,4,Diversified,United States,California,Los Angeles,United States,FALSE,F,01-01-1936,,
350,Terry Gou,71,6900,2022,4,Technology,Taiwan,,Taipei,Taiwan,TRUE,M,18-10-1950,CEO,
350,Jiang Bin,55,6900,2022,4,Technology,China,,Weifang,China,TRUE,M,16-09-1966,,
350,Vinod Khosla,67,6900,2022,4,Technology,United States,California,Portola Valley,United States,TRUE,M,28-01-1955,Investor,2
350,Ralph Lauren,82,6900,2022,4,Fashion & Retail,United States,New York,New York,United States,TRUE,M,14-10-1939,Chairman ,1
350,Douglas Leone,64,6900,2022,4,Finance & Investments,United States,California,Atherton,United States,TRUE,M,04-07-1957,Partner,2
350,Lucia Maggi & family,89,6900,2022,4,Diversified,Brazil,,Rondonopolis,Brazil,TRUE,F,20-07-1932,Philanthropist,
350,Horst Julius Pudwill,77,6900,2022,4,Manufacturing,Hong Kong,,Hong Kong,Germany,TRUE,M,23-10-1944,Entrepreneur,
350,Abdulsamad Rabiu,61,6900,2022,4,Diversified,Nigeria,,Lagos,Nigeria,FALSE,M,04-08-1960,,
350,Harry Stine,80,6900,2022,4,Food & Beverage,United States,Iowa,Adel,United States,TRUE,M,30-11-1941,Entrepreneur,1
350,Dennis Washington,87,6900,2022,4,Logistics,United States,Montana,Missoula,United States,TRUE,M,27-07-1934,,3
363,Hasmukh Chudgar & family,88,6800,2022,4,Healthcare,India,,Ahmedabad,India,TRUE,M,19-09-1933,,
363,Stanley Druckenmiller,68,6800,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,14-06-1953,Founder,3
363,Jonathan Gray,52,6800,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,04-02-1970,,2
363,Kwon Hyuk-bin,48,6800,2022,4,Technology,South Korea,,Seoul,South Korea,TRUE,M,01-01-1974,,
363,Frank Lowy,91,6800,2022,4,Real Estate,Israel,,Tel Aviv,Australia,TRUE,M,22-10-1930,,
363,Ronda Stryker,67,6800,2022,4,Healthcare,United States,Michigan,Portage,United States,FALSE,F,01-05-1954,,2
369,Alejandro Bailleres Gual & siblings,61,6700,2022,4,Diversified,Mexico,,,Mexico,FALSE,,01-01-1961,,
369,Benu Gopal Bangur,90,6700,2022,4,Manufacturing,India,,Kolkata,India,FALSE,M,01-06-1931,,
369,James Goodnight,79,6700,2022,4,Technology,United States,North Carolina,Cary,United States,TRUE,M,06-01-1943,CEO,1
369,Alain Merieux & family,84,6700,2022,4,Healthcare,France,,Lyon,France,FALSE,M,01-01-1938,,
369,Enrique Razon Jr.,62,6700,2022,4,Logistics,Philippines,,Manila,Philippines,FALSE,M,03-03-1960,,
369,Robert F. Smith,59,6700,2022,4,Finance & Investments,United States,Texas,Austin,United States,TRUE,M,01-12-1962,Investor,2
375,Brian Armstrong,39,6600,2022,4,Finance & Investments,United States,California,San Francisco,United States,TRUE,M,25-01-1983,,
375,Dannine Avara,58,6600,2022,4,Energy,United States,Texas,Houston,United States,FALSE,F,09-03-1964,,1
375,Patrick Drahi,58,6600,2022,4,Telecom,Switzerland,,Zermatt,France,TRUE,M,20-08-1963,,
375,Scott Duncan,39,6600,2022,4,Energy,United States,Texas,Houston,United States,FALSE,M,01-11-1982,,1
375,Milane Frantz,52,6600,2022,4,Energy,United States,Texas,Houston,United States,FALSE,F,12-08-1969,,1
375,Andreas Halvorsen,60,6600,2022,4,Finance & Investments,United States,Connecticut,Darien,Norway,TRUE,M,23-04-1961,Investor,
375,Law Kar Po,73,6600,2022,4,Real Estate,Hong Kong,,Hong Kong,Hong Kong,FALSE,M,02-08-1948,,
375,Nicolas Puech,79,6600,2022,4,Fashion & Retail,Switzerland,,Martigny,France,FALSE,M,29-01-1943,,
375,Viktor Rashnikov,73,6600,2022,4,Manufacturing,Russia,,Magnitogorsk,Russia,TRUE,M,13-10-1948,,
375,Dmitry Rybolovlev,55,6600,2022,4,Manufacturing,Monaco,,Monaco,Russia,TRUE,M,22-11-1966,,
375,Randa Duncan Williams,60,6600,2022,4,Energy,United States,Texas,Houston,United States,FALSE,F,28-08-1961,Non-Executive Chairman of the Board,1
386,Chen Jianhua,51,6500,2022,4,Manufacturing,China,,Wujiang,China,TRUE,M,01-01-1971,,
386,John Grayken,65,6500,2022,4,Finance & Investments,United Kingdom,,London,Ireland,TRUE,M,01-06-1956,Investor,
386,Ray Lee Hunt,78,6500,2022,4,Energy,United States,Texas,Dallas,United States,FALSE,M,06-04-1943,,2
386,Philippe Laffont,54,6500,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,16-09-1967,Founder,1
386,"Henry Nicholas, III.",62,6500,2022,4,Technology,United States,California,Newport Coast,United States,TRUE,M,08-10-1959,Cofounder,1
386,Axel Oberwelland & siblings,55,6500,2022,4,Food & Beverage,Germany,,Berlin,Germany,FALSE,M,01-01-1967,,
386,Cliff Obrecht,36,6500,2022,4,Technology,Australia,,Sydney,Australia,TRUE,M,28-12-1985,,
386,John Overdeck,52,6500,2022,4,Finance & Investments,United States,New Jersey,Millburn,United States,TRUE,M,21-12-1969,Investor,2
386,Melanie Perkins,34,6500,2022,4,Technology,Australia,,Sydney,Australia,TRUE,F,13-05-1987,Entrepreneur,
386,Ruan Hongliang & family,61,6500,2022,4,Manufacturing,China,,Jiaxing,China,TRUE,M,01-01-1961,,
386,David Siegel,60,6500,2022,4,Finance & Investments,United States,New York,Scarsdale,United States,TRUE,M,15-07-1961,Investor,1
386,David Velez,40,6500,2022,4,Finance & Investments,Brazil,,Sao Paulo,Colombia,TRUE,M,02-10-1981,,
398,Juergen Blickle,75,6400,2022,4,Manufacturing,Germany,,Bruchsal,Germany,FALSE,M,01-01-1947,,
398,Cheng Xue,52,6400,2022,4,Food & Beverage,China,,Foshan,China,TRUE,F,26-02-1970,,
398,Jack Dangermond,76,6400,2022,4,Technology,United States,California,Redlands,United States,TRUE,M,23-07-1945,,2
398,Jiang Weiping & family,67,6400,2022,4,Manufacturing,China,,Chengdu,China,TRUE,M,01-03-1955,,
398,Takahisa Takahara,60,6400,2022,4,Fashion & Retail,Japan,,Tokyo,Japan,FALSE,M,12-07-1961,,
403,Orlando Bravo,51,6300,2022,4,Finance & Investments,United States,Florida,Miami Beach,United States,TRUE,M,23-09-1970,,1
403,Hong Ra-hee,76,6300,2022,4,Technology,South Korea,,Seoul,South Korea,FALSE,F,15-07-1945,,
403,"Edward Johnson, IV.",57,6300,2022,4,Finance & Investments,United States,Massachusetts,Boston,United States,FALSE,M,18-11-1964,,2
403,Li Xiaohua & family,60,6300,2022,4,Manufacturing,China,,Yuxi,China,TRUE,M,01-01-1962,,
403,Sri Prakash Lohia,69,6300,2022,4,Manufacturing,United Kingdom,,London,Indonesia,FALSE,M,11-08-1952,,
403,Miao Hangen,57,6300,2022,4,Diversified,China,,Suzhou,China,TRUE,M,01-01-1965,,
403,Bobby Murphy,33,6300,2022,4,Technology,United States,California,Venice,United States,TRUE,M,19-07-1988,Cofounder,1
403,Wu Jianshu,58,6300,2022,4,Automotive,China,,Ningbo,Hong Kong,TRUE,M,01-01-1964,,
411,Maria Asuncion Aramburuzabala & family,58,6200,2022,4,Food & Beverage,Mexico,,Mexico City,Mexico,FALSE,F,02-05-1963,,
411,Melinda French Gates,57,6200,2022,4,Technology,United States,Washington,Medina,United States,FALSE,F,15-08-1964,Cochair,4
411,Bruce Kovner,77,6200,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,25-02-1945,Founder,2
411,Pham Nhat Vuong,53,6200,2022,4,Diversified,Vietnam,,Hanoi,Vietnam,TRUE,M,05-08-1968,,
